country,all,medicines,supplies,equipment,protective,year,type,order,Name-Original,Reporter,Code,Name,ISO-3A,iso3c,iso2c,name,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Gabon,0.055999999999999994,0.0,0.066,0.03,0.21,2019,tariff_applied,,,,,Gabon,GAB,GAB,GA,Gabon,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832
Gabon,0.14800000000000002,0.05,0.191,0.132,0.225,2019,tariff_bound,49.0,Gabon,266,266,Gabon,GAB,GAB,GA,Gabon,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832
Gabon,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,49.0,Gabon,266,266,Gabon,GAB,GAB,GA,Gabon,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Libreville,9.45162,0.38832
Georgia,0.006999999999999999,0.0,0.009000000000000001,0.0,0.035,2019,tariff_applied,,,,,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,615522000.0,388641700.0,71102400.0,44243200.0,111534700.0,2019,import2019,,,,,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,214766400.0,173887500.0,28857500.0,5291100.0,6730300.0,2019,export2019,,,,,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,287468666.70678,173637908.80706,38594731.34339,17725760.97986,57510265.576469995,2020,import2020,,,,,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,65681006.15352,47001271.4151,12452155.73054,2489392.0391,3738186.96878,2020,export2020,,,,,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,6.0240963855421684e-05,0.0,0.00018867924528301886,0.0,0.0,2019,tariff_rta,,,,,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,0.067,0.0,0.151,0.0,0.083,2019,tariff_bound,51.0,Georgia,268,268,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Georgia,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,51.0,Georgia,268,268,Georgia,GEO,GEO,GE,Georgia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Tbilisi,44.793,41.71
Ghana,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Ghana,GHA,GHA,GH,Ghana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045
Ghana,339970102.82790595,157430509.253464,75057256.776026,55257931.331628,52224405.466788,2019,import2019,,,,,Ghana,GHA,GHA,GH,Ghana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045
Ghana,31936238.047909997,7488961.673509,2362985.1613559998,249300.182121,21834991.030924,2019,export2019,,,,,Ghana,GHA,GHA,GH,Ghana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045
Ghana,0.00990990990990991,0.0,0.007692307692307693,0.008,0.031578947368421054,2019,tariff_rta,,,,,Ghana,GHA,GHA,GH,Ghana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045
Ghana,0.99,,0.99,,,2019,tariff_bound,52.0,Ghana,288,288,Ghana,GHA,GHA,GH,Ghana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045
Ghana,0.025,0.0,0.065,0.0,0.0,2019,tariff_bcoverage,52.0,Ghana,288,288,Ghana,GHA,GHA,GH,Ghana,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Accra,-0.20795,5.57045
Grenada,0.075,0.043,0.057,0.086,0.174,2019,tariff_applied,,,,,Grenada,GRD,GRD,GD,Grenada,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,0.0375,0.011521739130434782,0.02918918918918919,0.008076923076923077,0.12148148148148148,2019,tariff_rta,,,,,Grenada,GRD,GRD,GD,Grenada,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,0.513,0.5,0.532,0.5,0.5,2019,tariff_bound,53.0,Grenada,308,308,Grenada,GRD,GRD,GD,Grenada,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,53.0,Grenada,308,308,Grenada,GRD,GRD,GD,Grenada,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Guatemala,0.027999999999999997,0.033,0.035,0.001,0.07,2019,tariff_applied,,,,,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,1040252669.0,608155671.0,163019957.0,90274275.0,178802766.0,2019,import2019,,,,,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,540932073.0,232526532.0,156591553.0,2830497.0,148983491.0,2019,export2019,,,,,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,609204508.0,298282644.0,82564686.99999999,44419188.000000015,183937989.0,2020,import2020,,,,,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,327429848.0,121120173.0,95216478.0,1322451.0,109770746.0,2020,export2020,,,,,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,0.005772046091163738,0.004166666666666667,0.010383357041251777,0.00029761904761904765,0.006698455139631611,2019,tariff_rta,,,,,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,0.316,0.10800000000000001,0.326,0.401,0.426,2019,tariff_bound,54.0,Guatemala,320,320,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,54.0,Guatemala,320,320,Guatemala,GTM,GTM,GT,Guatemala,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guinea,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Guinea,GIN,GIN,GN,Guinea,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667
Guinea,0.191,,0.4,0.063,0.175,2019,tariff_bound,55.0,Guinea,324,324,Guinea,GIN,GIN,GN,Guinea,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667
Guinea,0.08800000000000001,0.0,0.065,0.12,0.25,2019,tariff_bcoverage,55.0,Guinea,324,324,Guinea,GIN,GIN,GN,Guinea,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Conakry,-13.7,9.51667
Guinea-Bissau,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Guinea-Bissau,GNB,GNB,GW,Guinea-Bissau,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,0.498,0.5,0.494,0.5,0.5,2019,tariff_bound,56.0,Guinea-Bissau,624,624,Guinea-Bissau,GNB,GNB,GW,Guinea-Bissau,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,56.0,Guinea-Bissau,624,624,Guinea-Bissau,GNB,GNB,GW,Guinea-Bissau,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guyana,0.083,0.053,0.081,0.086,0.14,2019,tariff_applied,,,,,Guyana,GUY,GUY,GY,Guyana,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461
Guyana,0.04402985074626866,0.011521739130434782,0.04805555555555555,0.0084,0.12703703703703703,2019,tariff_rta,,,,,Guyana,GUY,GUY,GY,Guyana,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461
Guyana,0.513,0.5,0.532,0.5,0.5,2019,tariff_bound,57.0,Guyana,328,328,Guyana,GUY,GUY,GY,Guyana,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461
Guyana,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,57.0,Guyana,328,328,Guyana,GUY,GUY,GY,Guyana,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IDA,Georgetown,-58.1548,6.80461
Haiti,0.026000000000000002,0.0,0.016,0.016,0.146,2019,tariff_applied,,,,,Haiti,HTI,HTI,HT,Haiti,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,0.14,0.12,0.157,0.11599999999999999,0.201,2019,tariff_bound,58.0,Haiti,332,332,Haiti,HTI,HTI,HT,Haiti,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,0.963,1.0,0.903,1.0,1.0,2019,tariff_bcoverage,58.0,Haiti,332,332,Haiti,HTI,HTI,HT,Haiti,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Low income,IDA,Port-au-Prince,-72.3288,18.5392
Honduras,0.018000000000000002,0.009000000000000001,0.027000000000000003,0.001,0.07,2019,tariff_applied,,,,,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,649755984.34,470135226.96000004,80721595.35,26448054.73,72451107.3,2019,import2019,,,,,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,22419508.6,10282068.71,1371827.8800000001,241682.55,10523929.459999999,2019,export2019,,,,,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,393407030.91,220321803.32,48564879.419999994,23031942.4,101488405.77,2020,import2020,,,,,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,12576933.77,5528883.19,1138011.93,33935.87,5876102.78,2020,export2020,,,,,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,0.0028749459642265045,0.0,0.004896611262464921,0.00021428571428571425,0.005947314814814815,2019,tariff_rta,,,,,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,0.249,0.111,0.273,0.284,0.322,2019,tariff_bound,59.0,Honduras,340,340,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,59.0,Honduras,340,340,Honduras,HND,HND,HN,Honduras,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
"Hong Kong, China",0.0,0.0,0.0,0.0,0.0,2019,tariff_applied,,,,,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",7776291316.69669,2563866724.0904603,1068805520.77932,2065922154.6232502,2077696917.2036703,2019,import2019,,,,,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",7019444309.68567,1308926339.6979198,802852970.917889,2177210129.21606,2730454869.8538103,2019,export2019,,,,,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",4710305354.160722,1329087784.145375,844370154.1759111,1278854051.388784,1257993364.450643,2020,import2020,,,,,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",4598431380.24495,624920258.584874,768944514.507718,1358417076.729386,1846149530.422977,2020,export2020,,,,,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",0.0,0.0,0.0,0.0,0.0,2019,tariff_bound,60.0,"Hong Kong, China",344,344,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
"Hong Kong, China",0.6509999999999999,0.875,0.371,1.0,0.2,2019,tariff_bcoverage,60.0,"Hong Kong, China",344,344,"Hong Kong, China",HKG,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,,High income,Not classified,,114.109,22.3964
Iceland,0.0,0.0,0.0,0.0,0.0,2019,tariff_applied,,,,,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,317760208.957018,149189593.877287,79929996.263831,40511353.772167,48129265.043733,2019,import2019,,,,,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,35927068.129914,418754.28366099996,4019723.0628570006,29105196.626653,2383394.156743,2019,export2019,,,,,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,174976561.02339,85710518.94796301,47523276.070280015,13694990.111498998,28047775.893648002,2020,import2020,,,,,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,15036482.075051,1303283.658794,2293418.764245,10292658.99662,1147120.655392,2020,export2020,,,,,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,0.091,0.011000000000000001,0.109,0.11,0.114,2019,tariff_bound,61.0,Iceland,352,352,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
Iceland,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,61.0,Iceland,352,352,Iceland,ISL,ISL,IS,Iceland,Europe & Central Asia,,High income,Not classified,Reykjavik,-21.8952,64.1353
India,0.11599999999999999,0.1,0.15,0.09,0.12,2019,tariff_applied,,,,,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,8030558918.30962,1791528968.1475499,1994929602.34771,2726905216.09916,1517195131.7152,2019,import2019,,,,,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,19145114875.1201,15832407099.821098,1038050867.02571,898245710.3760109,1376411197.8972402,2019,export2019,,,,,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,3895868315.98183,787770048.602476,1016953396.748754,1274128707.0419939,817016163.588601,2020,import2020,,,,,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,9615532947.09296,8182977907.15759,518342349.76571304,410045160.87010896,504167529.299535,2020,export2020,,,,,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,0.07283973694001636,0.0725955771195097,0.1063753799283154,0.04059452898550725,0.05945362976406534,2019,tariff_rta,,,,,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,0.405,0.375,0.455,0.377,0.4,2019,tariff_bound,62.0,India,356,356,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
India,0.669,0.531,0.613,0.96,0.25,2019,tariff_bcoverage,62.0,India,356,356,India,IND,IND,IN,India,South Asia,South Asia,Lower middle income,IBRD,New Delhi,77.225,28.6353
Indonesia,0.052000000000000005,0.038,0.055,0.045,0.105,2019,tariff_applied,,,,,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,3235100557.0,750102382.0,670492252.0,898671404.0,915834519.0,2019,import2019,,,,,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,1788333588.9,521920125.05,402960556.96000004,216180395.41,647272511.48,2019,export2019,,,,,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,1956548774.0,482272600.0,501501105.9999999,462020236.0,510754832.0,2020,import2020,,,,,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,1080323942.78,274404612.90000004,234152488.97,130880472.44000001,440886368.46999997,2020,export2020,,,,,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,0.0072252244349612785,0.003196546184738956,0.0070578015448603685,0.0020952380952380953,0.016825757575757574,2019,tariff_rta,,,,,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,0.36200000000000004,0.314,0.40299999999999997,0.344,0.36700000000000005,2019,tariff_bound,63.0,Indonesia,360,360,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Indonesia,0.925,0.9840000000000001,0.878,0.9620000000000001,0.875,2019,tariff_bcoverage,63.0,Indonesia,360,360,Indonesia,IDN,IDN,ID,Indonesia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Jakarta,106.83,-6.19752
Israel,0.017,0.023,0.018000000000000002,0.011000000000000001,0.013999999999999999,2019,tariff_applied,,,,,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Israel,4509903000.0,2492552000.0,746435000.0,698544000.0,572372000.0,2019,import2019,,,,,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Israel,7532183000.0,2994884000.0,434199000.0,2000810000.0,2102290000.0,2019,export2019,,,,,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Israel,2850823000.0,1446075000.0,446173000.0,412613000.0,545962000.0,2020,import2020,,,,,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Israel,2897217000.0,611072000.0,262577000.0,940157000.0,1083411000.0,2020,export2020,,,,,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Israel,0.126,0.138,0.203,0.024,0.158,2019,tariff_bound,64.0,Israel,376,376,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Israel,0.752,0.563,0.7879999999999999,0.9329999999999999,0.42700000000000005,2019,tariff_bcoverage,64.0,Israel,376,376,Israel,ISR,ISR,IL,Israel,Middle East & North Africa,,High income,Not classified,,35.2035,31.7717
Jamaica,0.068,0.051,0.049,0.07200000000000001,0.163,2019,tariff_applied,,,,,Jamaica,JAM,JAM,JM,Jamaica,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927
Jamaica,0.039338235294117646,0.011521739130434782,0.026486486486486487,0.008076923076923077,0.13444444444444445,2019,tariff_rta,,,,,Jamaica,JAM,JAM,JM,Jamaica,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927
Jamaica,0.506,0.5,0.515,0.5,0.5,2019,tariff_bound,65.0,Jamaica,388,388,Jamaica,JAM,JAM,JM,Jamaica,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927
Jamaica,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,65.0,Jamaica,388,388,Jamaica,JAM,JAM,JM,Jamaica,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Kingston,-76.792,17.9927
Japan,0.004,0.0,0.008,0.0,0.018000000000000002,2019,tariff_applied,,,,,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,44826446756.736496,25080393394.8112,7044332166.54822,7063700229.8918,5638020965.48528,2019,import2019,,,,,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,22596955118.9456,5753063320.2707,3333170356.73734,7003560365.97422,6507161075.96333,2019,export2019,,,,,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,26450890604.159798,13888007376.237911,3897594779.79672,3215934092.3936,5449354355.731609,2020,import2020,,,,,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,11522373532.78562,3449026621.49688,1621420533.68448,3351469919.6268697,3100456457.9773903,2020,export2020,,,,,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,0.0007300192329233435,0.0,0.0018976879276417316,0.0,0.0,2019,tariff_rta,,,,,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,0.009000000000000001,0.0,0.019,0.0,0.018000000000000002,2019,tariff_bound,66.0,Japan,392,392,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Japan,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,66.0,Japan,392,392,Japan,JPN,JPN,JP,Japan,East Asia & Pacific,,High income,Not classified,Tokyo,139.77,35.67
Jordan,0.036000000000000004,0.0,0.039,0.034,0.151,2019,tariff_applied,,,,,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,894027137.016202,495215372.870246,142966235.645086,140089841.203018,115755687.29785201,2019,import2019,,,,,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,757880004.6046809,622659261.31913,13392131.755051,19535237.922381997,102293373.608118,2019,export2019,,,,,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,467115257.675801,272032332.56777203,83575766.014636,58660434.491435,52846724.601958,2020,import2020,,,,,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,358655501.458541,263595782.495717,12001313.933721,6886293.631371,76172111.39773199,2020,export2020,,,,,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,0.0003679245283018868,0.0,0.0,0.0,0.0022941176470588232,2019,tariff_rta,,,,,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,0.061,0.003,0.08199999999999999,0.04,0.166,2019,tariff_bound,67.0,Jordan,400,400,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Jordan,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,67.0,Jordan,400,400,Jordan,JOR,JOR,JO,Jordan,Middle East & North Africa,Middle East & North Africa (excluding high income),Upper middle income,IBRD,Amman,35.9263,31.9497
Kazakhstan,0.053,0.002,0.13,0.011000000000000001,0.052000000000000005,2019,tariff_applied,,,,,Kazakhstan,KAZ,KAZ,KZ,Kazakhstan,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879
Kazakhstan,2052387686.31,1023406062.32,289602788.92,320428768.63,418950066.44,2019,import2019,,,,,Kazakhstan,KAZ,KAZ,KZ,Kazakhstan,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879
Kazakhstan,77708180.67,54696390.32,4944141.41,2223562.15,15844086.790000001,2019,export2019,,,,,Kazakhstan,KAZ,KAZ,KZ,Kazakhstan,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879
Kazakhstan,1179524216.41,642651112.0,168972746.86,153317421.85999998,214582935.69,2020,import2020,,,,,Kazakhstan,KAZ,KAZ,KZ,Kazakhstan,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879
Kazakhstan,37586466.55,25732943.200000003,2610754.83,2225598.97,7017169.55,2020,export2020,,,,,Kazakhstan,KAZ,KAZ,KZ,Kazakhstan,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Astana,71.4382,51.1879
